20.678,20.678,20.678
16.084,19.792,25.685
16.084,19.964,25.523
16.084,20.142,25.356
16.084,20.325,25.184
16.084,20.513,25.007
16.084,20.705,24.825
16.084,20.902,24.638
16.084,21.102,24.446
16.084,21.306,24.25
16.084,21.513,24.05
16.084,21.723,23.847
16.084,21.935,23.641
16.084,22.148,23.432
16.084,22.363,23.22
16.084,22.578,23.007
16.084,22.793,22.793
16.084,23.007,22.578
16.084,23.22,22.363
16.084,23.432,22.148
16.084,23.641,21.935
16.084,23.847,21.723
16.084,24.05,21.513
16.084,24.25,21.306
16.084,24.446,21.102
16.084,24.638,20.902
16.084,24.825,20.705
16.084,25.007,20.513
16.084,25.184,20.325
16.084,25.356,20.142
16.084,25.523,19.964
16.084,25.685,19.792
16.35,25.641,19.596
16.624,25.591,19.395
16.906,25.535,19.191
17.195,25.472,18.984
17.491,25.403,18.775
17.794,25.327,18.563
18.103,25.243,18.352
18.416,25.152,18.14
18.734,25.052,17.929
19.055,24.945,17.72
19.379,24.83,17.513
19.704,24.706,17.311
20.029,24.575,17.114
20.354,24.436,16.923
20.678,24.29,16.738
20.999,24.137,16.561
21.316,23.977,16.393
21.63,23.811,16.233
21.938,23.639,16.084
22.24,23.463,15.944
22.536,23.282,15.814
22.824,23.098,15.695
23.105,22.911,15.586
23.377,22.722,15.488
23.642,22.532,15.399
23.897,22.341,15.321
24.144,22.15,15.251
24.381,21.959,15.191
24.61,21.77,15.139
24.829,21.583,15.095
24.829,21.583,15.095
24.829,21.41,15.293
24.829,21.231,15.496
24.829,21.047,15.704
24.829,20.857,15.917
24.829,20.661,16.135
24.829,20.46,16.356
24.829,20.253,16.582
24.829,20.042,16.81
24.829,19.826,17.042
24.829,19.606,17.275
24.829,19.381,17.51
24.829,19.154,17.747
24.829,18.924,17.983
24.829,18.691,18.22
24.829,18.456,18.456
24.829,18.22,18.691
24.829,17.984,18.923
24.829,17.747,19.154
24.829,17.51,19.381
24.829,17.275,19.606
24.829,17.042,19.826
24.829,16.81,20.042
24.829,16.582,20.253
24.829,16.356,20.459
24.829,16.135,20.661
24.829,15.917,20.857
24.829,15.704,21.047
24.829,15.496,21.231
24.829,15.293,21.41
24.829,15.095,21.583
24.61,15.139,21.77
24.381,15.191,21.959
24.144,15.252,22.15
23.897,15.321,22.341
23.642,15.399,22.532
23.377,15.488,22.722
23.105,15.586,22.911
22.824,15.695,23.098
22.536,15.814,23.282
22.24,15.944,23.463
21.938,16.084,23.639
21.629,16.233,23.811
21.316,16.393,23.977
20.999,16.561,24.137
20.678,16.738,24.29
20.354,16.923,24.436
20.029,17.114,24.575
19.704,17.311,24.706
19.379,17.513,24.83
19.055,17.72,24.945
18.734,17.929,25.052
18.416,18.14,25.151
18.103,18.351,25.243
17.794,18.563,25.327
17.491,18.775,25.403
17.195,18.984,25.472
16.906,19.191,25.535
16.624,19.395,25.591
16.35,19.596,25.641
16.084,19.792,25.685
